,Unnamed: 0,CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
6732,6732,F36148,4601.0,E,4.0,2021-09-14 16:10:26.653,2021-09-14,2021-09-15 00:00:00,2021-09-14,,1435.8270000000002,0.0,0.0
6741,6741,F36157,5926.0,E,4.0,2021-09-15 11:22:58.260,2021-09-15,2021-09-15 00:00:00,2021-09-15,,74.0488,0.0,0.0
6742,6742,F36158,8448.0,E,4.0,2021-09-15 11:38:48.360,2021-09-15,2021-09-15 00:00:00,2021-09-15,,3250.0000000000005,0.0,0.0
6747,6747,F36163,8450.0,E,4.0,2021-09-15 14:20:26.317,2021-09-15,2021-09-15 00:00:00,2021-09-15,,680.0,0.0,0.0
6755,6755,F36171,8451.0,E,4.0,2021-09-17 12:15:23.920,2021-09-17,2021-09-17 00:00:00,2021-09-17,,1443.5121,0.0,0.0
6756,6756,F36172,5926.0,E,4.0,2021-09-17 12:34:47.693,2021-09-17,2021-09-17 00:00:00,2021-09-17,,385.466,0.0,0.0
6757,6757,F36173,5926.0,E,4.0,2021-09-17 14:45:04.987,2021-09-17,2021-09-17 00:00:00,2021-09-17,,45.00000000000001,0.0,0.0
6758,6758,F36174,161.0,E,4.0,2021-09-17 15:55:34.267,2021-09-17,2021-09-17 00:00:00,2021-10-17,,2800.0000000000005,0.0,0.0
6760,6760,F36176,203.0,E,4.0,2021-09-17 16:46:28.650,2021-09-17,2021-09-17 00:00:00,2021-09-17,,410.9364000000001,0.0,0.0
6770,6770,F36186,4675.0,E,4.0,2021-09-21 09:16:53.760,2021-09-21,2021-09-15 00:00:00,2021-10-21,,7853.0,0.0,0.0
6773,6773,F36189,5926.0,E,4.0,2021-09-21 09:51:56.957,2021-09-21,2021-09-21 00:00:00,2021-09-21,,304.8292,0.0,0.0
6779,6779,F36195,6406.0,E,4.0,2021-09-21 12:56:08.777,2021-09-21,2021-09-17 00:00:00,2021-09-21,,3717.1818,0.0,0.0
6783,6783,F36199,6827.0,E,4.0,2021-09-21 15:19:56.723,2021-09-21,2021-09-21 00:00:00,2021-09-21,,553.6364000000001,0.0,0.0
6787,6787,F36203,5923.0,E,4.0,2021-09-21 17:40:36.983,2021-09-21,2021-09-21 00:00:00,2021-09-21,,1066.8625,0.0,0.0
6794,6794,F36210,8441.0,C,4.0,2021-09-22 11:25:12.353,2021-09-22,2021-09-29 00:00:00,2021-09-22,2021-09-22,816.6,0.0,0.0
6796,6796,F36212,8457.0,E,4.0,2021-09-22 14:20:52.550,2021-09-22,2021-09-22 00:00:00,2021-09-22,,184.5858,0.0,0.0
6799,6799,F36215,8441.0,E,4.0,2021-09-23 08:55:33.083,2021-09-23,2021-09-29 00:00:00,2021-09-23,,816.6,0.0,0.0
6802,6802,F36218,6115.0,E,4.0,2021-09-23 11:04:06.547,2021-09-23,2021-09-30 00:00:00,2021-09-23,,455.59,0.0,0.0
6803,6803,F36219,4810.0,E,4.0,2021-09-23 11:17:36.117,2021-09-23,2021-09-28 00:00:00,2021-10-08,,13471.38,0.0,0.0
6818,6818,F36234,8456.0,E,4.0,2021-09-24 11:45:36.210,2021-09-24,2021-09-29 00:00:00,2021-09-24,,1048.97,0.0,0.0
6838,6838,F36254,5966.0,E,4.0,2021-09-27 16:21:07.520,2021-09-27,2021-09-29 00:00:00,2021-09-27,,3874.46,0.0,0.0
6843,6843,F36259,2316.0,E,4.0,2021-09-28 09:49:49.130,2021-09-28,2021-09-27 00:00:00,2021-09-28,,550.0,0.0,0.0
6876,6876,F36292,5926.0,E,4.0,2021-09-30 17:34:36.363,2021-09-30,2021-09-30 00:00:00,2021-09-30,,1250.85,0.0,0.0
6905,6905,F36321,161.0,E,4.0,2021-10-04 15:18:33.677,2021-10-04,2021-09-30 00:00:00,2021-11-03,,5700.000000000001,0.0,0.0
7007,7007,F36423,8478.0,E,4.0,2021-10-15 11:37:13.230,2021-10-15,2021-10-15 00:00:00,2021-10-15,,450.5451000000001,0.0,0.0
7318,7318,F36734,8083.0,E,4.0,2021-11-23 12:09:31.720,2021-11-23,2021-11-23 00:00:00,2021-11-23,,50400.00000000001,0.0,0.0
7426,7426,F36842,6259.0,E,4.0,2021-12-02 14:15:12.043,2021-12-02,2021-12-02 00:00:00,2021-12-02,,375.00000000000006,0.0,0.0
8291,8291,F37707,5819.0,E,4.0,2022-03-23 14:20:37.963,2022-03-23,2022-03-23 00:00:00,2022-03-23,,2970.0,0.0,0.0
8417,8417,F37833,2244.0,E,4.0,2022-04-05 11:24:10.140,2022-04-05,2022-04-05 00:00:00,2022-05-05,,1850.0,0.0,0.0
8418,8418,F37834,2244.0,E,4.0,2022-04-05 11:32:59.177,2022-04-05,2022-04-05 00:00:00,2022-05-05,,9438.8,0.0,0.0
8536,8536,F37952,6859.0,E,4.0,2022-04-22 09:37:45.913,2022-04-22,2022-04-22 00:00:00,2022-04-22,,400.7,0.0,0.0
8665,8665,F38081,5386.0,E,4.0,2022-05-04 15:14:36.913,2022-05-04,2022-05-04 00:00:00,2022-05-04,,150.0,0.0,0.0
9703,9703,F39119,4889.0,E,4.0,2022-09-22 15:08:06.490,2022-09-22,2022-09-22 00:00:00,2022-09-22,,480.17,0.0,0.0
9799,9799,F39215,8040.0,E,4.0,2022-09-30 18:36:08.150,2022-09-30,2022-09-30 00:00:00,2022-09-30,,431.03440000000006,0.0,0.0
10260,10260,F39676,8224.0,E,4.0,2022-11-30 17:07:52.797,2022-11-30,2022-11-30 00:00:00,2022-11-30,,862.0689000000001,0.0,0.0
10529,10529,F39945,4510.0,E,4.0,2023-01-19 11:22:05.813,2023-01-19,2023-01-19 00:00:00,2023-01-19,,235.00000000000003,0.0,0.0
